year.from,month.from,day.from,year.to,month.to,day.to,week,numdate,raw.births.no.uhp,birth.trend,pop,inner.pop,raw.birth.rate,lin.birth.rate1,lin.birth.rate2
1797,3,21,1797,3,28,13,1797.219,385,355.2059,1040648.123,927925.8095,3.83E-04,0.00054364,0.000716242
1797,3,28,1797,4,4,14,1797.238,312,355.1717,1040930.213,928083.519,3.83E-04,0.000543704,0.000716307
1797,4,4,1797,4,11,15,1797.258,340,355.1388,1041227.15,928249.529,3.83E-04,0.000543772,0.000716375
1797,4,11,1797,4,18,16,1797.277,414,355.1071,1041509.24,928407.2385,3.82E-04,0.000542837,0.00071544
1797,4,18,1797,4,25,17,1797.296,544,355.0767,1041791.329,928564.948,3.82E-04,0.000542902,0.000715504
1797,4,25,1797,5,2,18,1797.315,407,355.0476,1042073.419,928722.6575,3.82E-04,0.000542966,0.000715569
1797,5,2,1797,5,9,19,1797.334,302,355.0198,1042355.509,928880.367,3.82E-04,0.000543031,0.000715634
1797,5,9,1797,5,16,20,1797.353,341,354.9933,1042637.599,929038.0765,3.82E-04,0.000543096,0.000715698
1797,5,16,1797,5,23,21,1797.373,354,354.9681,1042934.536,929204.0865,3.82E-04,0.000543164,0.000715766
1797,5,23,1797,5,30,22,1797.392,311,354.9442,1043216.625,929361.796,3.82E-04,0.000543228,0.000715831
1797,5,30,1797,6,6,23,1797.411,399,354.9217,1043498.715,929519.5055,3.82E-04,0.000543293,0.000715896
1797,6,6,1797,6,13,24,1797.43,371,354.9006,1043780.805,929677.215,3.82E-04,0.000543357,0.00071596
1797,6,13,1797,6,20,25,1797.449,334,354.8808,1044062.895,929834.9245,3.82E-04,0.000543422,0.000716025
1797,6,20,1797,6,27,26,1797.468,366,354.8624,1044344.985,929992.634,3.82E-04,0.000543487,0.000716089
1797,6,27,1797,7,4,27,1797.488,353,354.8454,1044641.921,930158.644,3.81E-04,0.000542555,0.000715157
1797,7,4,1797,7,11,28,1797.507,345,354.8298,1044924.011,930316.3535,3.81E-04,0.000542619,0.000715222
1797,7,11,1797,7,18,29,1797.526,388,354.8156,1045206.101,930474.063,3.81E-04,0.000542684,0.000715287
1797,7,18,1797,7,25,30,1797.545,315,354.8028,1045488.191,930631.7725,3.81E-04,0.000542749,0.000715351
1797,7,25,1797,8,1,31,1797.564,367,354.7915,1045770.281,930789.482,0.000381173,0.000542986,0.000715589
1797,8,1,1797,8,8,32,1797.584,348,354.7817,1046067.217,930955.492,3.81E-04,0.000542881,0.000715484
1797,8,8,1797,8,15,33,1797.603,373,354.7733,1046349.307,931113.2015,3.81E-04,0.000542946,0.000715549
1797,8,15,1797,8,22,34,1797.622,346,354.7664,1046631.397,931270.911,3.81E-04,0.00054301,0.000715613
1797,8,22,1797,8,29,35,1797.641,332,354.7609,1046913.487,931428.6205,3.81E-04,0.000543075,0.000715678
1797,8,29,1797,9,5,36,1797.66,352,354.757,1047195.577,931586.33,3.81E-04,0.00054314,0.000715742
1797,9,5,1797,9,12,37,1797.679,313,354.7546,1047477.667,931744.0395,3.81E-04,0.000543204,0.000715807
1797,9,12,1797,9,19,38,1797.699,274,354.7537,1047774.603,931910.0495,3.81E-04,0.000543272,0.000715875
1797,9,19,1797,9,26,39,1797.718,397,354.7544,1048056.693,932067.759,3.81E-04,0.000543337,0.00071594
1797,9,26,1797,10,3,40,1797.737,314,354.7566,1048338.783,932225.4685,3.81E-04,0.000543402,0.000716004
1797,10,3,1797,10,10,41,1797.756,301,354.7604,1048620.873,932383.178,3.80E-04,0.000542466,0.000715069
1797,10,10,1797,10,17,42,1797.775,399,354.7658,1048902.963,932540.8875,3.80E-04,0.000542531,0.000715134
1797,10,17,1797,10,24,43,1797.795,289,354.7727,1049199.899,932706.8975,3.80E-04,0.000542599,0.000715202
1797,10,24,1797,10,31,44,1797.814,368,354.7813,1049481.989,932864.607,3.80E-04,0.000542664,0.000715266
1797,10,31,1797,11,7,45,1797.833,392,354.7914,1049764.079,933022.3165,3.80E-04,0.000542728,0.000715331
1797,11,7,1797,11,14,46,1797.852,336,354.8032,1050046.169,933180.026,3.80E-04,0.000542793,0.000715396
1797,11,14,1797,11,21,47,1797.871,392,354.8166,1050328.259,933337.7355,3.80E-04,0.000542857,0.00071546
1797,11,21,1797,11,28,48,1797.89,314,354.8317,1050610.348,933495.445,3.80E-04,0.000542922,0.000715525
1797,11,28,1797,12,5,49,1797.91,366,354.8484,1050907.285,933661.455,3.80E-04,0.00054299,0.000715593
1797,12,5,1797,12,12,50,1797.929,270,354.8668,1051189.375,933819.1645,3.80E-04,0.000543055,0.000715657
1797,12,12,1797,12,19,51,1797.948,174,354.8869,1051471.465,933976.874,3.80E-04,0.000543119,0.000715722
1797,12,19,1797,12,26,52,1797.967,243,354.9086,1051753.555,934134.5835,3.80E-04,0.000543184,0.000715787
1797,12,26,1798,1,2,1,1797.986,442,354.932,1052035.644,934292.293,3.80E-04,0.000543249,0.000715851
1798,1,2,1798,1,9,2,1798.005,287,354.9571,1052317.734,934450.0025,3.80E-04,0.000543313,0.000715916
1798,1,9,1798,1,16,3,1798.025,465,354.9839,1052614.671,934616.0125,3.80E-04,0.000543381,0.000715984
1798,1,16,1798,1,23,4,1798.044,306,355.0124,1052896.761,934773.722,3.80E-04,0.000543446,0.000716049
1798,1,23,1798,1,30,5,1798.063,329,355.0425,1053178.851,934931.4315,3.80E-04,0.00054351,0.000716113
1798,1,30,1798,2,6,6,1798.082,344,355.0744,1053460.94,935089.141,3.80E-04,0.000543575,0.000716178
1798,2,6,1798,2,13,7,1798.101,420,355.1079,1053743.03,935246.8505,3.80E-04,0.00054364,0.000716242
1798,2,13,1798,2,20,8,1798.121,349,355.1431,1054039.967,935412.8605,3.80E-04,0.000543708,0.00071631
1798,2,20,1798,2,27,9,1798.14,524,355.1799,1054322.057,935570.57,3.80E-04,0.000543772,0.000716375
1798,2,27,1798,3,6,10,1798.159,373,355.2184,1054604.147,935728.2795,3.80E-04,0.000543837,0.00071644
1798,3,6,1798,3,13,11,1798.178,326,355.2585,1054886.236,935885.989,3.80E-04,0.000543902,0.000716504
1798,3,13,1798,3,20,12,1798.197,341,355.3002,1055168.326,936043.6985,3.80E-04,0.000543966,0.000716569
1798,3,20,1798,3,27,13,1798.216,382,355.3435,1055450.416,936201.408,3.80E-04,0.000544031,0.000716634
1798,3,27,1798,4,3,14,1798.236,284,355.3885,1055747.353,936367.418,3.80E-04,0.000544099,0.000716702
1798,4,3,1798,4,10,15,1798.255,350,355.435,1056029.443,936525.1275,3.80E-04,0.000544164,0.000716766
1798,4,10,1798,4,17,16,1798.274,501,355.4831,1056311.532,936682.837,3.80E-04,0.000544228,0.000716831
1798,4,17,1798,4,24,17,1798.293,396,355.5328,1056593.622,936840.5465,3.80E-04,0.000544293,0.000716895
1798,4,24,1798,5,1,18,1798.312,410,355.5841,1056875.712,936998.256,3.79E-04,0.000543357,0.00071596
1798,5,1,1798,5,8,19,1798.332,305,355.6368,1057172.649,937164.266,3.79E-04,0.000543425,0.000716028
1798,5,8,1798,5,15,20,1798.351,336,355.6912,1057454.739,937321.9755,3.79E-04,0.00054349,0.000716093
1798,5,15,1798,5,22,21,1798.37,320,355.747,1057736.828,937479.685,3.79E-04,0.000543555,0.000716157
1798,5,22,1798,5,29,22,1798.389,362,355.8044,1058018.918,937637.3945,3.79E-04,0.000543619,0.000716222
1798,5,29,1798,6,5,23,1798.408,364,355.8633,1058301.008,937795.104,3.79E-04,0.000543684,0.000716287
1798,6,5,1798,6,12,24,1798.427,361,355.9237,1058583.098,937952.8135,3.79E-04,0.000543749,0.000716351
1798,6,12,1798,6,19,25,1798.447,341,355.9856,1058880.034,938118.8235,3.79E-04,0.000543817,0.000716419
1798,6,19,1798,6,26,26,1798.466,360,356.0489,1059162.124,938276.533,3.79E-04,0.000543881,0.000716484
1798,6,26,1798,7,3,27,1798.485,307,356.1138,1059444.214,938434.2425,3.79E-04,0.000543946,0.000716549
1798,7,3,1798,7,10,28,1798.504,363,356.18,1059726.304,938591.952,3.79E-04,0.00054401,0.000716613
1798,7,10,1798,7,17,29,1798.523,326,356.2478,1060008.394,938749.6615,3.79E-04,0.000544075,0.000716678
1798,7,17,1798,7,24,30,1798.542,367,356.3169,1060290.484,938907.371,3.80E-04,0.00054514,0.000717742
1798,7,24,1798,7,31,31,1798.562,364,356.3875,1060587.42,939073.381,3.80E-04,0.000545208,0.00071781
1798,7,31,1798,8,7,32,1798.581,348,356.4595,1060869.51,939231.0905,3.80E-04,0.000545272,0.000717875
1798,8,7,1798,8,14,33,1798.6,305,356.5329,1061151.6,939388.8,3.80E-04,0.000545337,0.00071794
1798,8,14,1798,8,21,34,1798.619,325,356.6077,1061433.69,939546.5095,3.80E-04,0.000545402,0.000718004
1798,8,21,1798,8,28,35,1798.638,291,356.6839,1061715.78,939704.219,3.80E-04,0.000545466,0.000718069
1798,8,28,1798,9,4,36,1798.658,319,356.7615,1062012.716,939870.229,3.80E-04,0.000545534,0.000718137
1798,9,4,1798,9,11,37,1798.677,330,356.8404,1062294.806,940027.9385,3.80E-04,0.000545599,0.000718202
1798,9,11,1798,9,18,38,1798.696,341,356.9207,1062576.896,940185.648,3.80E-04,0.000545663,0.000718266
1798,9,18,1798,9,25,39,1798.715,317,357.0023,1062858.986,940343.3575,3.80E-04,0.000545728,0.000718331
1798,9,25,1798,10,2,40,1798.734,339,357.0852,1063141.076,940501.067,3.80E-04,0.000545793,0.000718395
1798,10,2,1798,10,9,41,1798.753,326,357.1695,1063423.165,940658.7765,3.80E-04,0.000545857,0.00071846
1798,10,9,1798,10,16,42,1798.773,275,357.2551,1063720.102,940824.7865,3.80E-04,0.000545925,0.000718528
1798,10,16,1798,10,23,43,1798.792,360,357.342,1064002.192,940982.496,3.80E-04,0.00054599,0.000718593
1798,10,23,1798,10,30,44,1798.811,258,357.4302,1064284.282,941140.2055,3.80E-04,0.000546055,0.000718657
1798,10,30,1798,11,6,45,1798.83,382,357.5197,1064566.372,941297.915,3.80E-04,0.000546119,0.000718722
1798,11,6,1798,11,13,46,1798.849,343,357.6104,1064848.461,941455.6245,3.80E-04,0.000546184,0.000718787
1798,11,13,1798,11,20,47,1798.868,286,357.7024,1065130.551,941613.334,3.80E-04,0.000546249,0.000718851
1798,11,20,1798,11,27,48,1798.888,315,357.7956,1065427.488,941779.344,3.80E-04,0.000546317,0.000718919
1798,11,27,1798,12,4,49,1798.907,337.5,357.8901,1065709.578,941937.0535,3.80E-04,0.000546381,0.000718984
1798,12,4,1798,12,11,50,1798.926,360,357.9858,1065991.668,942094.763,3.80E-04,0.000546446,0.000719049
1798,12,11,1798,12,18,51,1798.945,316,358.0828,1066273.757,942252.4725,3.80E-04,0.00054651,0.000719113
1798,12,18,1798,12,25,52,1798.964,295,358.1809,1066555.847,942410.182,3.80E-04,0.000546575,0.000719178
1798,12,25,1799,1,1,1,1798.984,395,358.2803,1066852.784,942576.192,3.80E-04,0.000546643,0.000719246
1799,1,1,1799,1,8,2,1799.003,315,358.3808,1067134.874,942733.9015,3.80E-04,0.000546708,0.00071931
1799,1,8,1799,1,15,3,1799.022,342,358.4825,1067416.964,942891.611,3.80E-04,0.000546772,0.000719375
1799,1,15,1799,1,22,4,1799.041,369,358.5854,1067699.053,943049.3205,3.80E-04,0.000546837,0.00071944
1799,1,22,1799,1,29,5,1799.06,322,358.6894,1067981.143,943207.03,3.80E-04,0.000546902,0.000719504
1799,1,29,1799,2,5,6,1799.079,289,358.7946,1068263.233,943364.7395,3.80E-04,0.000546966,0.000719569
1799,2,5,1799,2,12,7,1799.099,352,358.9009,1068560.17,943530.7495,3.80E-04,0.000547034,0.000719637
1799,2,12,1799,2,19,8,1799.118,365,359.0084,1068842.26,943688.459,3.80E-04,0.000547099,0.000719702
1799,2,19,1799,2,26,9,1799.137,413,359.1169,1069124.349,943846.1685,3.80E-04,0.000547163,0.000719766
1799,2,26,1799,3,5,10,1799.156,387,359.2266,1069406.439,944003.878,3.81E-04,0.000548228,0.000720831
1799,3,5,1799,3,12,11,1799.175,362,359.3374,1069688.529,944161.5875,3.81E-04,0.000548293,0.000720895
1799,3,12,1799,3,19,12,1799.195,330,359.4492,1069985.466,944327.5975,3.81E-04,0.000548361,0.000720963
1799,3,19,1799,3,26,13,1799.214,469,359.5621,1070267.556,944485.307,3.81E-04,0.000548425,0.000721028
1799,3,26,1799,4,2,14,1799.233,419,359.6761,1070549.645,944643.0165,3.81E-04,0.00054849,0.000721093
1799,4,2,1799,4,9,15,1799.252,427,359.7911,1070831.735,944800.726,3.81E-04,0.000548555,0.000721157
1799,4,9,1799,4,16,16,1799.271,406,359.9072,1071113.825,944958.4355,3.81E-04,0.000548619,0.000721222
1799,4,16,1799,4,23,17,1799.29,257,360.0243,1071395.915,945116.145,3.81E-04,0.000548684,0.000721287
1799,4,23,1799,4,30,18,1799.31,399,360.1425,1071692.852,945282.155,3.81E-04,0.000548752,0.000721355
1799,4,30,1799,5,7,19,1799.329,289,360.2616,1071974.941,945439.8645,3.81E-04,0.000548817,0.000721419
1799,5,7,1799,5,14,20,1799.348,407,360.3818,1072257.031,945597.574,3.81E-04,0.000548881,0.000721484
1799,5,14,1799,5,21,21,1799.367,523,360.5029,1072539.121,945755.2835,3.81E-04,0.000548946,0.000721548
1799,5,21,1799,5,28,22,1799.386,405,360.6251,1072821.211,945912.993,3.81E-04,0.00054901,0.000721613
1799,5,28,1799,6,4,23,1799.405,308,360.7482,1073103.301,946070.7025,3.81E-04,0.000549075,0.000721678
1799,6,4,1799,6,11,24,1799.425,299,360.8722,1073400.237,946236.7125,3.81E-04,0.000549143,0.000721746
1799,6,11,1799,6,18,25,1799.444,358,360.9972,1073682.327,946394.422,3.81E-04,0.000549208,0.00072181
1799,6,18,1799,6,25,26,1799.463,377,361.1232,1073964.417,946552.1315,3.82E-04,0.000550272,0.000722875
1799,6,25,1799,7,2,27,1799.482,325,361.2501,1074246.507,946709.841,3.82E-04,0.000550337,0.00072294
1799,7,2,1799,7,9,28,1799.501,292,361.3779,1074528.597,946867.5505,3.82E-04,0.000550402,0.000723004
1799,7,9,1799,7,16,29,1799.521,371,361.5066,1074825.533,947033.5605,3.82E-04,0.00055047,0.000723072
1799,7,16,1799,7,23,30,1799.54,324,361.6362,1075107.623,947191.27,3.82E-04,0.000550534,0.000723137
1799,7,23,1799,7,30,31,1799.559,297,361.7667,1075389.713,947348.9795,3.82E-04,0.000550599,0.000723202
1799,7,30,1799,8,6,32,1799.578,406,361.8981,1075671.803,947506.689,3.82E-04,0.000550663,0.000723266
1799,8,6,1799,8,13,33,1799.597,348,362.0303,1075953.893,947664.3985,3.82E-04,0.000550728,0.000723331
1799,8,13,1799,8,20,34,1799.616,372,362.1634,1076235.983,947822.108,3.82E-04,0.000550793,0.000723395
1799,8,20,1799,8,27,35,1799.636,262,362.2974,1076532.919,947988.118,3.82E-04,0.000550861,0.000723463
1799,8,27,1799,9,3,36,1799.655,412,362.4321,1076815.009,948145.8275,3.82E-04,0.000550925,0.000723528
1799,9,3,1799,9,10,37,1799.674,313,362.5677,1077097.099,948303.537,3.82E-04,0.00055099,0.000723593
1799,9,10,1799,9,17,38,1799.693,281,362.7042,1077379.189,948461.2465,3.82E-04,0.000551055,0.000723657
1799,9,17,1799,9,24,39,1799.712,308,362.8414,1077661.279,948618.956,0.000382494,0.000551613,0.000724216
1799,9,24,1799,10,1,40,1799.732,306,362.9794,1077958.215,948784.966,3.83E-04,0.000552187,0.00072479
1799,10,1,1799,10,8,41,1799.751,472,363.1183,1078240.305,948942.6755,3.83E-04,0.000552252,0.000724855
1799,10,8,1799,10,15,42,1799.77,356,363.2578,1078522.395,949100.385,3.83E-04,0.000552316,0.000724919
1799,10,15,1799,10,22,43,1799.789,355,363.3982,1078804.485,949258.0945,3.83E-04,0.000552381,0.000724984
1799,10,22,1799,10,29,44,1799.808,375,363.5393,1079086.575,949415.804,3.83E-04,0.000552446,0.000725048
1799,10,29,1799,11,5,45,1799.827,338,363.6812,1079368.665,949573.5135,3.83E-04,0.00055251,0.000725113
1799,11,5,1799,11,12,46,1799.847,374,363.8237,1079665.601,949739.5235,3.83E-04,0.000552578,0.000725181
1799,11,12,1799,11,19,47,1799.866,291,363.9671,1079947.691,949897.233,3.83E-04,0.000552643,0.000725246
1799,11,19,1799,11,26,48,1799.885,406,364.1111,1080229.781,950054.9425,3.83E-04,0.000552708,0.00072531
1799,11,26,1799,12,3,49,1799.904,415,364.2558,1080511.871,950212.652,3.83E-04,0.000552772,0.000725375
1799,12,3,1799,12,10,50,1799.923,325,364.4012,1080793.961,950370.3615,3.83E-04,0.000552837,0.00072544
1799,12,10,1799,12,17,51,1799.942,235,364.5473,1081076.05,950528.071,3.84E-04,0.000553902,0.000726504
1799,12,17,1799,12,24,52,1799.962,260,364.6941,1081372.987,950694.081,3.84E-04,0.00055397,0.000726572
1799,12,24,1799,12,31,1,1799.981,285,364.8415,1081655.077,950851.7905,3.84E-04,0.000554034,0.000726637
1799,12,31,1800,1,7,2,1800,477,364.9896,1081937.167,951009.5,3.84E-04,0.000554099,0.000726702
1800,1,7,1800,1,14,3,1800.019,393,365.1383,1082219.257,951167.2095,3.84E-04,0.000554163,0.000726766
1800,1,14,1800,1,21,4,1800.038,408,365.2877,1082501.346,951324.919,3.84E-04,0.000554228,0.000726831
1800,1,21,1800,1,28,5,1800.058,359,365.4377,1082798.283,951490.929,3.84E-04,0.000554296,0.000726899
1800,1,28,1800,2,4,6,1800.077,347,365.5882,1083080.373,951648.6385,3.84E-04,0.000554361,0.000726963
1800,2,4,1800,2,11,7,1800.096,368,365.7394,1083362.463,951806.348,3.84E-04,0.000554425,0.000727028
1800,2,11,1800,2,18,8,1800.115,367,365.8912,1083644.553,951964.0575,3.84E-04,0.00055449,0.000727093
1800,2,18,1800,2,25,9,1800.134,389,366.0436,1083926.642,952121.767,3.84E-04,0.000554555,0.000727157
1800,2,25,1800,3,4,10,1800.153,421,366.1965,1084208.732,952279.4765,3.85E-04,0.000555619,0.000728222
1800,3,4,1800,3,11,11,1800.173,402,366.35,1084505.669,952445.4865,3.85E-04,0.000555687,0.00072829
1800,3,11,1800,3,18,12,1800.192,444,366.504,1084787.759,952603.196,3.85E-04,0.000555752,0.000728355
1800,3,18,1800,3,25,13,1800.211,363,366.6585,1085069.849,952760.9055,3.85E-04,0.000555816,0.000728419
1800,3,25,1800,4,1,14,1800.23,352,366.8136,1085351.938,952918.615,3.85E-04,0.000555881,0.000728484
1800,4,1,1800,4,8,15,1800.249,356,366.9692,1085634.028,953076.3245,3.85E-04,0.000555946,0.000728548
1800,4,8,1800,4,15,16,1800.268,395,367.1253,1085916.118,953234.034,3.85E-04,0.00055601,0.000728613
1800,4,15,1800,4,22,17,1800.288,404,367.282,1086213.055,953400.044,3.85E-04,0.000556078,0.000728681
1800,4,22,1800,4,29,18,1800.307,374,367.439,1086495.145,953557.7535,3.85E-04,0.000556143,0.000728746
1800,4,29,1800,5,6,19,1800.326,338,367.5966,1086777.234,953715.463,3.85E-04,0.000556208,0.00072881
1800,5,6,1800,5,13,20,1800.345,374,367.7547,1087059.324,953873.1725,3.86E-04,0.000557272,0.000729875
1800,5,13,1800,5,20,21,1800.364,383,367.9131,1087341.414,954030.882,3.86E-04,0.000557337,0.00072994
1800,5,20,1800,5,27,22,1800.384,351,368.0721,1087638.351,954196.892,3.86E-04,0.000557405,0.000730008
1800,5,27,1800,6,3,23,1800.403,455,368.2314,1087920.441,954354.6015,3.86E-04,0.00055747,0.000730072
1800,6,3,1800,6,10,24,1800.422,434,368.3912,1088202.53,954512.311,3.86E-04,0.000557534,0.000730137
1800,6,10,1800,6,17,25,1800.441,329,368.5514,1088484.62,954670.0205,3.86E-04,0.000557599,0.000730202
1800,6,17,1800,6,24,26,1800.46,375,368.712,1088766.71,954827.73,3.86E-04,0.000557663,0.000730266
1800,6,24,1800,7,1,27,1800.479,310,368.873,1089048.8,954985.4395,3.86E-04,0.000557728,0.000730331
1800,7,1,1800,7,8,28,1800.499,406,369.0344,1089345.737,955151.4495,3.86E-04,0.000557796,0.000730399
1800,7,8,1800,7,15,29,1800.518,435,369.1962,1089627.826,955309.159,3.86E-04,0.000557861,0.000730463
1800,7,15,1800,7,22,30,1800.537,357,369.3583,1089909.916,955466.8685,3.87E-04,0.000558925,0.000731528
1800,7,22,1800,7,29,31,1800.556,363,369.5207,1090192.006,955624.578,3.87E-04,0.00055899,0.000731593
1800,7,29,1800,8,5,32,1800.575,399,369.6835,1090474.096,955782.2875,3.87E-04,0.000559055,0.000731657
1800,8,5,1800,8,12,33,1800.595,361,369.8466,1090771.033,955948.2975,3.87E-04,0.000559123,0.000731725
1800,8,12,1800,8,19,34,1800.614,290,370.0101,1091053.122,956106.007,3.87E-04,0.000559187,0.00073179
1800,8,19,1800,8,26,35,1800.633,438,370.1738,1091335.212,956263.7165,3.87E-04,0.000559252,0.000731855
1800,8,26,1800,9,2,36,1800.652,390,370.3378,1091617.302,956421.426,3.87E-04,0.000559316,0.000731919
1800,9,2,1800,9,9,37,1800.671,338,370.5022,1091899.392,956579.1355,3.87E-04,0.000559381,0.000731984
1800,9,9,1800,9,16,38,1800.69,336,370.6667,1092181.482,956736.845,3.87E-04,0.000559446,0.000732048
1800,9,16,1800,9,23,39,1800.71,368,370.8316,1092478.418,956902.855,3.88E-04,0.000560514,0.000733116
1800,9,23,1800,9,30,40,1800.729,362,370.9967,1092760.508,957060.5645,3.88E-04,0.000560578,0.000733181
1800,9,30,1800,10,7,41,1800.748,309,371.162,1093042.598,957218.274,3.88E-04,0.000560643,0.000733246
1800,10,7,1800,10,14,42,1800.767,313,371.3276,1093324.688,957375.9835,3.88E-04,0.000560708,0.00073331
1800,10,14,1800,10,21,43,1800.786,292,371.4934,1093606.778,957533.693,3.88E-04,0.000560772,0.000733375
1800,10,21,1800,10,28,44,1800.805,372,371.6594,1093888.868,957691.4025,3.88E-04,0.000560837,0.00073344
1800,10,28,1800,11,4,45,1800.825,415,371.8256,1094185.804,957857.4125,3.88E-04,0.000560905,0.000733508
1800,11,4,1800,11,11,46,1800.844,332,371.992,1094467.894,958015.122,3.88E-04,0.00056097,0.000733572
1800,11,11,1800,11,18,47,1800.863,327,372.1585,1094749.984,958172.8315,3.88E-04,0.000561034,0.000733637
1800,11,18,1800,11,25,48,1800.882,315,372.3253,1095032.074,958330.541,3.89E-04,0.000562099,0.000734701
1800,11,25,1800,12,2,49,1800.901,334,372.4921,1095314.164,958488.2505,3.89E-04,0.000562163,0.000734766
1800,12,2,1800,12,9,50,1800.921,265,372.6592,1095611.1,958654.2605,3.89E-04,0.000562231,0.000734834
1800,12,9,1800,12,16,51,1800.94,196,372.8263,1095893.19,958811.97,3.89E-04,0.000562296,0.000734899
1800,12,16,1800,12,23,52,1800.959,262,372.9936,1096175.28,958969.6795,3.89E-04,0.000562361,0.000734963
1800,12,23,1800,12,30,53,1800.978,376,373.1609,1096457.37,959127.389,3.89E-04,0.000562425,0.000735028
1800,12,30,1801,1,6,1,1800.997,354,373.3284,1096739.46,959285.0985,3.89E-04,0.00056249,0.000735093
1801,1,6,1801,1,13,2,1801.016,349,373.496,1097114.848,959598.072,3.89E-04,0.000562555,0.000735157
1801,1,13,1801,1,20,3,1801.036,379,373.6636,1097528.408,959958.162,3.89E-04,0.000562623,0.000735225
1801,1,20,1801,1,27,4,1801.055,347,373.8313,1097921.29,960300.2475,3.89E-04,0.000562687,0.00073529
1801,1,27,1801,2,3,5,1801.074,382,373.999,1098314.172,960642.333,3.89E-04,0.000562752,0.000735355
1801,2,3,1801,2,10,6,1801.093,377,374.1667,1098707.054,960984.4185,3.89E-04,0.000562816,0.000735419
1801,2,10,1801,2,17,7,1801.112,193,374.3345,1099099.936,961326.504,3.89E-04,0.000562881,0.000735484
1801,2,17,1801,2,24,8,1801.132,389,374.5023,1099513.496,961686.594,3.89E-04,0.000562949,0.000735552
1801,2,24,1801,3,3,9,1801.151,251,374.6701,1099906.378,962028.6795,3.89E-04,0.000563014,0.000735616
1801,3,3,1801,3,10,10,1801.17,337,374.8379,1100299.26,962370.765,3.89E-04,0.000563078,0.000735681
1801,3,10,1801,3,17,11,1801.189,305,375.0056,1100692.142,962712.8505,3.90E-04,0.000564143,0.000736746
1801,3,17,1801,3,24,12,1801.208,392,375.1733,1101085.024,963054.936,3.90E-04,0.000564208,0.00073681
1801,3,24,1801,3,31,13,1801.227,308,375.341,1101477.906,963397.0215,3.90E-04,0.000564272,0.000736875
1801,3,31,1801,4,7,14,1801.247,281,375.5087,1101891.466,963757.1115,3.90E-04,0.00056434,0.000736943
1801,4,7,1801,4,14,15,1801.266,450,375.6763,1102284.348,964099.197,3.90E-04,0.000564405,0.000737008
1801,4,14,1801,4,21,16,1801.285,331,375.8438,1102677.23,964441.2825,3.90E-04,0.000564469,0.000737072
1801,4,21,1801,4,28,17,1801.304,312,376.0112,1103070.112,964783.368,3.90E-04,0.000564534,0.000737137
1801,4,28,1801,5,5,18,1801.323,302,376.1786,1103462.994,965125.4535,3.90E-04,0.000564599,0.000737201
1801,5,5,1801,5,12,19,1801.342,341,376.3459,1103855.876,965467.539,3.90E-04,0.000564663,0.000737266
1801,5,12,1801,5,19,20,1801.362,354,376.513,1104269.436,965827.629,3.90E-04,0.000564731,0.000737334
1801,5,19,1801,5,26,21,1801.381,279,376.6801,1104662.318,966169.7145,3.90E-04,0.000564796,0.000737399
1801,5,26,1801,6,2,22,1801.4,357,376.847,1105055.2,966511.8,3.90E-04,0.000564861,0.000737463
1801,6,2,1801,6,9,23,1801.419,376,377.0138,1105448.082,966853.8855,3.90E-04,0.000564925,0.000737528
1801,6,9,1801,6,16,24,1801.438,358,377.1805,1105840.964,967195.971,3.90E-04,0.00056499,0.000737593
1801,6,16,1801,6,23,25,1801.458,334,377.347,1106254.524,967556.061,3.90E-04,0.000565058,0.000737661
1801,6,23,1801,6,30,26,1801.477,279,377.5134,1106647.406,967898.1465,3.90E-04,0.000565123,0.000737725
1801,6,30,1801,7,7,27,1801.496,327,377.6796,1107040.288,968240.232,3.90E-04,0.000565187,0.00073779
1801,7,7,1801,7,14,28,1801.515,261,377.8456,1107433.17,968582.3175,3.90E-04,0.000565252,0.000737855
1801,7,14,1801,7,21,29,1801.534,413,378.0115,1107826.052,968924.403,3.90E-04,0.000565316,0.000737919
1801,7,21,1801,7,28,30,1801.553,262,378.1771,1108218.934,969266.4885,3.90E-04,0.000565381,0.000737984
1801,7,28,1801,8,4,31,1801.573,336,378.3426,1108632.494,969626.5785,3.90E-04,0.000565449,0.000738052
1801,8,4,1801,8,11,32,1801.592,314,378.5078,1109025.376,969968.664,3.90E-04,0.000565514,0.000738116
1801,8,11,1801,8,18,33,1801.611,298,378.6728,1109418.258,970310.7495,3.90E-04,0.000565578,0.000738181
1801,8,18,1801,8,25,34,1801.63,292,378.8376,1109811.14,970652.835,3.90E-04,0.000565643,0.000738246
1801,8,25,1801,9,1,35,1801.649,381,379.0022,1110204.022,970994.9205,3.90E-04,0.000565708,0.00073831
1801,9,1,1801,9,8,36,1801.668,256,379.1665,1110596.904,971337.006,3.90E-04,0.000565772,0.000738375
1801,9,8,1801,9,15,37,1801.688,298,379.3306,1111010.464,971697.096,3.90E-04,0.00056584,0.000738443
1801,9,15,1801,9,22,38,1801.707,284,379.4944,1111403.346,972039.1815,3.90E-04,0.000565905,0.000738508
1801,9,22,1801,9,29,39,1801.726,371,379.6579,1111796.228,972381.267,3.90E-04,0.000565969,0.000738572
1801,9,29,1801,10,6,40,1801.745,342,379.8211,1112189.11,972723.3525,3.90E-04,0.000566034,0.000738637
1801,10,6,1801,10,13,41,1801.764,241,379.9841,1112581.992,973065.438,3.91E-04,0.000567099,0.000739701
