"","year.from","month.from","day.from","year.to","month.to","day.to","weeknum","numdate","birth","birth.no.mv","birth.no.uhp","birth.trend","birth.trend.fitted","birth.fitted"
"500",1851,7,26,1851,8,2,30,1851.56712328767,1451,1451,1451,1497.276226,1497.276226,1451
"501",1851,8,2,1851,8,9,31,1851.58630136986,1477,1477,1477,1498.491522,1498.491522,1477
"502",1851,8,9,1851,8,16,32,1851.60547945205,1500,1500,1500,1499.70899,1499.70899,1500
"503",1851,8,16,1851,8,23,33,1851.62465753425,1455,1455,1455,1500.928253,1500.928253,1455
"504",1851,8,23,1851,8,30,34,1851.64383561644,1401,1401,1401,1502.149124,1502.149124,1401
"505",1851,8,30,1851,9,6,35,1851.66301369863,1500,1500,1500,1503.371353,1503.371353,1500
"506",1851,9,6,1851,9,13,36,1851.68219178082,1429,1429,1429,1504.594689,1504.594689,1429
"507",1851,9,13,1851,9,20,37,1851.70136986301,1527,1527,1527,1505.818884,1505.818884,1527
"508",1851,9,20,1851,9,27,38,1851.72054794521,1484,1484,1484,1507.043697,1507.043697,1484
"509",1851,9,27,1851,10,4,39,1851.7397260274,1429,1429,1429,1508.268891,1508.268891,1429
"510",1851,10,4,1851,10,11,40,1851.75890410959,1415,1415,1415,1509.494227,1509.494227,1415
"511",1851,10,11,1851,10,18,41,1851.77808219178,1443,1443,1443,1510.719468,1510.719468,1443
"512",1851,10,18,1851,10,25,42,1851.79726027397,1673,1673,1673,1511.944374,1511.944374,1673
"513",1851,10,25,1851,11,1,43,1851.81643835616,1480,1480,1480,1513.168708,1513.168708,1480
"514",1851,11,1,1851,11,8,44,1851.83561643836,1480,1480,1480,1514.392295,1514.392295,1480
"515",1851,11,8,1851,11,15,45,1851.85479452055,1526,1526,1526,1515.61477,1515.61477,1526
"516",1851,11,15,1851,11,22,46,1851.87397260274,1381,1381,1381,1516.835959,1516.835959,1381
"517",1851,11,22,1851,11,29,47,1851.89315068493,1541,1541,1541,1518.055622,1518.055622,1541
"518",1851,11,29,1851,12,6,48,1851.91232876712,1528,1528,1528,1519.273523,1519.273523,1528
"519",1851,12,6,1851,12,13,49,1851.93150684932,1537,1537,1537,1520.489422,1520.489422,1537
"520",1851,12,13,1851,12,20,50,1851.95068493151,1455,1455,1455,1521.703082,1521.703082,1455
"521",1851,12,20,1851,12,27,51,1851.9698630137,1275,1275,1275,1522.914265,1522.914265,1275
"522",1851,12,27,1852,1,3,52,1851.98904109589,1774,1774,1774,1524.122732,1524.122732,1774
"523",1852,1,3,1852,1,10,1,1852.00821917808,1542,1542,1542,1525.328245,1525.328245,1542
"524",1852,1,10,1852,1,17,2,1852.02739726027,1489,1489,1489,1526.530566,1526.530566,1489
"525",1852,1,17,1852,1,24,3,1852.04657534247,1598,1598,1598,1527.729457,1527.729457,1598
"526",1852,1,24,1852,1,31,4,1852.06575342466,1616,1616,1616,1528.924741,1528.924741,1616
"527",1852,1,31,1852,2,7,5,1852.08493150685,1666,1666,1666,1530.116057,1530.116057,1666
"528",1852,2,7,1852,2,14,6,1852.10410958904,1601,1601,1601,1531.303242,1531.303242,1601
"529",1852,2,14,1852,2,21,7,1852.12328767123,1589,1589,1589,1532.486125,1532.486125,1589
"530",1852,2,21,1852,2,28,8,1852.14246575342,1638,1638,1638,1533.664548,1533.664548,1638
"531",1852,2,28,1852,3,6,9,1852.16164383562,1699,1699,1699,1534.670939,1534.670939,1699
"532",1852,3,6,1852,3,13,10,1852.18082191781,1647,1647,1647,1535.840663,1535.840663,1647
"533",1852,3,13,1852,3,20,11,1852.2,1710,1710,1710,1537.005478,1537.005478,1710
"534",1852,3,20,1852,3,27,12,1852.21917808219,1607,1607,1607,1538.165226,1538.165226,1607
"535",1852,3,27,1852,4,3,13,1852.23835616438,1730,1730,1730,1539.319811,1539.319811,1730
"536",1852,4,3,1852,4,10,14,1852.25753424658,1460,1460,1460,1540.468954,1540.468954,1460
"537",1852,4,10,1852,4,17,15,1852.27671232877,1644,1644,1644,1541.612559,1541.612559,1644
"538",1852,4,17,1852,4,24,16,1852.29589041096,1608,1608,1608,1542.750467,1542.750467,1608
"539",1852,4,24,1852,5,1,17,1852.31506849315,1536,1536,1536,1543.882523,1543.882523,1536
"540",1852,5,1,1852,5,8,18,1852.33424657534,1660,1660,1660,1545.008567,1545.008567,1660
"541",1852,5,8,1852,5,15,19,1852.35342465753,1401,1401,1401,1546.128443,1546.128443,1401
"542",1852,5,15,1852,5,22,20,1852.37260273973,1460,1460,1460,1547.241994,1547.241994,1460
"543",1852,5,22,1852,5,29,21,1852.39178082192,1416,1416,1416,1548.349062,1548.349062,1416
"544",1852,5,29,1852,6,5,22,1852.41095890411,1556,1556,1556,1549.449494,1549.449494,1556
"545",1852,6,5,1852,6,12,23,1852.4301369863,1314,1314,1314,1550.543157,1550.543157,1314
"546",1852,6,12,1852,6,19,24,1852.44931506849,1586,1586,1586,1551.629925,1551.629925,1586
"547",1852,6,19,1852,6,26,25,1852.46849315068,1554,1554,1554,1552.709742,1552.709742,1554
"548",1852,6,26,1852,7,3,26,1852.48767123288,1513,1513,1513,1553.782437,1553.782437,1513
"549",1852,7,3,1852,7,10,27,1852.50684931507,1314,1314,1314,1554.848028,1554.848028,1314
"550",1852,7,10,1852,7,17,28,1852.52602739726,1438,1438,1438,1555.906479,1555.906479,1438
"551",1852,7,17,1852,7,24,29,1852.54520547945,1568,1568,1568,1556.957754,1556.957754,1568
"552",1852,7,24,1852,7,31,30,1852.56438356164,1430,1430,1430,1558.001818,1558.001818,1430
"553",1852,7,31,1852,8,7,31,1852.58356164384,1464,1464,1464,1559.038635,1559.038635,1464
"554",1852,8,7,1852,8,14,32,1852.60273972603,1465,1465,1465,1560.06817,1560.06817,1465
"555",1852,8,14,1852,8,21,33,1852.62191780822,1639,1639,1639,1561.090386,1561.090386,1639
"556",1852,8,21,1852,8,28,34,1852.64109589041,1499,1499,1499,1562.105248,1562.105248,1499
"557",1852,8,28,1852,9,4,35,1852.6602739726,1524,1524,1524,1563.11272,1563.11272,1524
"558",1852,9,4,1852,9,11,36,1852.67945205479,1437,1437,1437,1564.112766,1564.112766,1437
"559",1852,9,11,1852,9,18,37,1852.69863013699,1438,1438,1438,1565.105351,1565.105351,1438
"560",1852,9,18,1852,9,25,38,1852.71780821918,1640,1640,1640,1566.09049,1566.09049,1640
"561",1852,9,25,1852,10,2,39,1852.73698630137,1604,1604,1604,1567.068044,1567.068044,1604
"562",1852,10,2,1852,10,9,40,1852.75616438356,1350,1350,1350,1568.03803,1568.03803,1350
"563",1852,10,9,1852,10,16,41,1852.77534246575,1607,1607,1607,1569.000412,1569.000412,1607
"564",1852,10,16,1852,10,23,42,1852.79452054795,1567,1567,1567,1569.955153,1569.955153,1567
"565",1852,10,23,1852,10,30,43,1852.81369863014,1400,1400,1400,1570.902219,1570.902219,1400
"566",1852,10,30,1852,11,6,44,1852.83287671233,1644,1644,1644,1571.841573,1571.841573,1644
"567",1852,11,6,1852,11,13,45,1852.85205479452,1450,1450,1450,1572.77318,1572.77318,1450
"568",1852,11,13,1852,11,20,46,1852.87123287671,1490,1490,1490,1573.697005,1573.697005,1490
"569",1852,11,20,1852,11,27,47,1852.8904109589,1671,1671,1671,1574.61301,1574.61301,1671
"570",1852,11,27,1852,12,4,48,1852.9095890411,1639,1639,1639,1575.521161,1575.521161,1639
"571",1852,12,4,1852,12,11,49,1852.92876712329,1579,1579,1579,1576.421422,1576.421422,1579
"572",1852,12,11,1852,12,18,50,1852.94794520548,1662,1662,1662,1577.313803,1577.313803,1662
"573",1852,12,18,1852,12,25,51,1852.96712328767,1351,1351,1351,1578.198176,1578.198176,1351
"574",1852,12,25,1853,1,1,52,1852.98630136986,1911,1911,1911,1579.074551,1579.074551,1911
"575",1853,1,1,1853,1,8,1,1853.00273972603,1439,1439,1439,1579.942893,1579.942893,1439
"576",1853,1,8,1853,1,15,2,1853.02191780822,1596,1596,1596,1580.803167,1580.803167,1596
"577",1853,1,15,1853,1,22,3,1853.04109589041,1577,1577,1577,1581.655336,1581.655336,1577
"578",1853,1,22,1853,1,29,4,1853.0602739726,1712,1712,1712,1582.499365,1582.499365,1712
"579",1853,1,29,1853,2,5,5,1853.07945205479,1559,1559,1559,1583.335217,1583.335217,1559
"580",1853,2,5,1853,2,12,6,1853.09863013699,1658,1658,1658,1584.162858,1584.162858,1658
"581",1853,2,12,1853,2,19,7,1853.11780821918,1581,1581,1581,1584.982252,1584.982252,1581
"582",1853,2,19,1853,2,26,8,1853.13698630137,1662,1662,1662,1585.793362,1585.793362,1662
"583",1853,2,26,1853,3,5,9,1853.15616438356,1671,1671,1671,1586.596153,1586.596153,1671
"584",1853,3,5,1853,3,12,10,1853.17534246575,1816,1816,1816,1587.390631,1587.390631,1816
"585",1853,3,12,1853,3,19,11,1853.19452054795,1667,1667,1667,1588.176676,1588.176676,1667
"586",1853,3,19,1853,3,26,12,1853.21369863014,1480,1480,1480,1588.954296,1588.954296,1480
"587",1853,3,26,1853,4,2,13,1853.23287671233,1909,1909,1909,1589.723454,1589.723454,1909
"588",1853,4,2,1853,4,9,14,1853.25205479452,1591,1591,1591,1590.484114,1590.484114,1591
"589",1853,4,9,1853,4,16,15,1853.27123287671,1679,1679,1679,1591.23624,1591.23624,1679
"590",1853,4,16,1853,4,23,16,1853.2904109589,1580,1580,1580,1591.979798,1591.979798,1580
"591",1853,4,23,1853,4,30,17,1853.3095890411,1622,1622,1622,1592.714751,1592.714751,1622
"592",1853,4,30,1853,5,7,18,1853.32876712329,1571,1571,1571,1593.441063,1593.441063,1571
"593",1853,5,7,1853,5,14,19,1853.34794520548,1676,1676,1676,1594.158699,1594.158699,1676
"594",1853,5,14,1853,5,21,20,1853.36712328767,1567,1567,1567,1594.867623,1594.867623,1567
"595",1853,5,21,1853,5,28,21,1853.38630136986,1561,1561,1561,1595.567799,1595.567799,1561
"596",1853,5,28,1853,6,4,22,1853.40547945205,1444,1444,1444,1596.259227,1596.259227,1444
"597",1853,6,4,1853,6,11,23,1853.42465753425,1508,1508,1508,1596.941809,1596.941809,1508
"598",1853,6,11,1853,6,18,24,1853.44383561644,1409,1409,1409,1597.615604,1597.615604,1409
"599",1853,6,18,1853,6,25,25,1853.46301369863,1545,1545,1545,1598.280701,1598.280701,1545
"600",1853,6,25,1853,7,2,26,1853.48219178082,1711,1711,1711,1598.937219,1598.937219,1711
"601",1853,7,2,1853,7,9,27,1853.50136986301,1444,1444,1444,1599.58528,1599.58528,1444
"602",1853,7,9,1853,7,16,28,1853.52054794521,1367,1367,1367,1600.225003,1600.225003,1367
"603",1853,7,16,1853,7,23,29,1853.5397260274,1560,1560,1560,1600.85651,1600.85651,1560
"604",1853,7,23,1853,7,30,30,1853.55890410959,1521,1521,1521,1601.479922,1601.479922,1521
"605",1853,7,30,1853,8,6,31,1853.57808219178,1548,1548,1548,1602.09536,1602.09536,1548
"606",1853,8,6,1853,8,13,32,1853.59726027397,1461,1461,1461,1602.702945,1602.702945,1461
"607",1853,8,13,1853,8,20,33,1853.61643835616,1518,1518,1518,1603.302797,1603.302797,1518
"608",1853,8,20,1853,8,27,34,1853.63561643836,1486,1486,1486,1603.89507,1603.89507,1486
"609",1853,8,27,1853,9,3,35,1853.65479452055,1582,1582,1582,1604.479821,1604.479821,1582
"610",1853,9,3,1853,9,10,36,1853.67397260274,1669,1669,1669,1605.057203,1605.057203,1669
"611",1853,9,10,1853,9,17,37,1853.69315068493,1438,1438,1438,1605.627338,1605.627338,1438
"612",1853,9,17,1853,9,24,38,1853.71232876712,1619,1619,1619,1606.190345,1606.190345,1619
"613",1853,9,24,1853,10,1,39,1853.73150684932,1624,1624,1624,1606.746345,1606.746345,1624
"614",1853,10,1,1853,10,8,40,1853.75068493151,1375,1375,1375,1607.295455,1607.295455,1375
"615",1853,10,8,1853,10,15,41,1853.7698630137,1573,1573,1573,1607.837788,1607.837788,1573
"616",1853,10,15,1853,10,22,42,1853.78904109589,1463,1463,1463,1608.373462,1608.373462,1463
"617",1853,10,22,1853,10,29,43,1853.80821917808,1617,1617,1617,1608.902589,1608.902589,1617
"618",1853,10,29,1853,11,5,44,1853.82739726027,1658,1658,1658,1609.425287,1609.425287,1658
"619",1853,11,5,1853,11,12,45,1853.84657534247,1614,1614,1614,1609.94167,1609.94167,1614
"620",1853,11,12,1853,11,19,46,1853.86575342466,1561,1561,1561,1610.45188,1610.45188,1561
"621",1853,11,19,1853,11,26,47,1853.88493150685,1442,1442,1442,1610.955978,1610.955978,1442
"622",1853,11,26,1853,12,3,48,1853.90410958904,1677,1677,1677,1611.454106,1611.454106,1677
"623",1853,12,3,1853,12,10,49,1853.92328767123,1628,1628,1628,1611.946381,1611.946381,1628
"624",1853,12,10,1853,12,17,50,1853.94246575342,1557,1557,1557,1612.432916,1612.432916,1557
"625",1853,12,17,1853,12,24,51,1853.96164383562,1545,1545,1545,1612.913828,1612.913828,1545
"626",1853,12,24,1853,12,31,52,1853.98082191781,1566,1566,1566,1613.389231,1613.389231,1566
"627",1853,12,31,1854,1,7,53,1854,1373,1373,1373,1613.85924,1613.85924,1373
"628",1854,1,7,1854,1,14,1,1854.01917808219,1768,1768,1768,1614.323971,1614.323971,1768
"629",1854,1,14,1854,1,21,2,1854.03835616438,1700,1700,1700,1614.783538,1614.783538,1700
"630",1854,1,21,1854,1,28,3,1854.05753424658,1662,1662,1662,1615.238058,1615.238058,1662
"631",1854,1,28,1854,2,4,4,1854.07671232877,1655,1655,1655,1615.687645,1615.687645,1655
"632",1854,2,4,1854,2,11,5,1854.09589041096,1797,1797,1797,1616.132414,1616.132414,1797
"633",1854,2,11,1854,2,18,6,1854.11506849315,1539,1539,1539,1616.572504,1616.572504,1539
"634",1854,2,18,1854,2,25,7,1854.13424657534,1795,1795,1795,1617.007983,1617.007983,1795
"635",1854,2,25,1854,3,4,8,1854.15342465753,1739,1739,1739,1617.43899,1617.43899,1739
"636",1854,3,4,1854,3,11,9,1854.17260273973,1800,1800,1800,1617.865641,1617.865641,1800
"637",1854,3,11,1854,3,18,10,1854.19178082192,1764,1764,1764,1618.288049,1618.288049,1764
"638",1854,3,18,1854,3,25,11,1854.21095890411,1805,1805,1805,1618.706331,1618.706331,1805
"639",1854,3,25,1854,4,1,12,1854.2301369863,1948,1948,1948,1619.120602,1619.120602,1948
"640",1854,4,1,1854,4,8,13,1854.24931506849,1742,1742,1742,1619.530976,1619.530976,1742
"641",1854,4,8,1854,4,15,14,1854.26849315068,1573,1573,1573,1619.937569,1619.937569,1573
"642",1854,4,15,1854,4,22,15,1854.28767123288,1789,1789,1789,1620.340497,1620.340497,1789
"643",1854,4,22,1854,4,29,16,1854.30684931507,1566,1566,1566,1620.739873,1620.739873,1566
"644",1854,4,29,1854,5,6,17,1854.32602739726,1885,1885,1885,1621.135814,1621.135814,1885
"645",1854,5,6,1854,5,13,18,1854.34520547945,1872,1872,1872,1621.528456,1621.528456,1872
"646",1854,5,13,1854,5,20,19,1854.36438356164,1789,1789,1789,1621.917871,1621.917871,1789
"647",1854,5,20,1854,5,27,20,1854.38356164384,1647,1647,1647,1622.304197,1622.304197,1647
"648",1854,5,27,1854,6,3,21,1854.40273972603,1524,1524,1524,1622.687547,1622.687547,1524
"649",1854,6,3,1854,6,10,22,1854.42191780822,1625,1625,1625,1623.068039,1623.068039,1625
"650",1854,6,10,1854,6,17,23,1854.44109589041,1652,1652,1652,1623.445785,1623.445785,1652
"651",1854,6,17,1854,6,24,24,1854.4602739726,1632,1632,1632,1623.820903,1623.820903,1632
"652",1854,6,24,1854,7,1,25,1854.47945205479,1764,1764,1764,1624.193498,1624.193498,1764
"653",1854,7,1,1854,7,8,26,1854.49863013699,1470,1470,1470,1624.563648,1624.563648,1470
"654",1854,7,8,1854,7,15,27,1854.51780821918,1495,1495,1495,1624.93142,1624.93142,1495
"655",1854,7,15,1854,7,22,28,1854.53698630137,1597,1597,1597,1625.296884,1625.296884,1597
"656",1854,7,22,1854,7,29,29,1854.55616438356,1518,1518,1518,1625.660106,1625.660106,1518
"657",1854,7,29,1854,8,5,30,1854.57534246575,1503,1503,1503,1626.021175,1626.021175,1503
"658",1854,8,5,1854,8,12,31,1854.59452054795,1662,1662,1662,1626.380121,1626.380121,1662
"659",1854,8,12,1854,8,19,32,1854.61369863014,1569,1569,1569,1626.737032,1626.737032,1569
"660",1854,8,19,1854,8,26,33,1854.63287671233,1638,1638,1638,1627.091975,1627.091975,1638
"661",1854,8,26,1854,9,2,34,1854.65205479452,1625,1625,1625,1627.445019,1627.445019,1625
"662",1854,9,2,1854,9,9,35,1854.67123287671,1606,1606,1606,1627.796233,1627.796233,1606
"663",1854,9,9,1854,9,16,36,1854.6904109589,1505,1505,1505,1628.145684,1628.145684,1505
"664",1854,9,16,1854,9,23,37,1854.7095890411,1506,1506,1506,1628.493439,1628.493439,1506
"665",1854,9,23,1854,9,30,38,1854.72876712329,1769,1769,1769,1628.839552,1628.839552,1769
"666",1854,9,30,1854,10,7,39,1854.74794520548,1402,1402,1402,1629.184073,1629.184073,1402
"667",1854,10,7,1854,10,14,40,1854.76712328767,1542,1542,1542,1629.527049,1629.527049,1542
"668",1854,10,14,1854,10,21,41,1854.78630136986,1408,1408,1408,1629.868529,1629.868529,1408
"669",1854,10,21,1854,10,28,42,1854.80547945205,1447,1447,1447,1630.208579,1630.208579,1447
"670",1854,10,28,1854,11,4,43,1854.82465753425,1575,1575,1575,1630.547213,1630.547213,1575
"671",1854,11,4,1854,11,11,44,1854.84383561644,1566,1566,1566,1630.884496,1630.884496,1566
"672",1854,11,11,1854,11,18,45,1854.86301369863,1293,1293,1293,1631.220477,1631.220477,1293
"673",1854,11,18,1854,11,25,46,1854.88219178082,1593,1593,1593,1631.555205,1631.555205,1593
"674",1854,11,25,1854,12,2,47,1854.90136986301,1610,1610,1610,1631.888729,1631.888729,1610
"675",1854,12,2,1854,12,9,48,1854.92054794521,1546,1546,1546,1632.221102,1632.221102,1546
"676",1854,12,9,1854,12,16,49,1854.9397260274,1599,1599,1599,1632.552376,1632.552376,1599
"677",1854,12,16,1854,12,23,50,1854.95890410959,1474,1474,1474,1632.882606,1632.882606,1474
"678",1854,12,23,1854,12,30,51,1854.97808219178,1639,1639,1639,1633.211844,1633.211844,1639
"679",1854,12,30,1855,1,6,52,1854.99726027397,1787,1787,1787,1633.540144,1633.540144,1787
"680",1855,1,6,1855,1,13,1,1855.01643835616,1706,1706,1706,1633.867558,1633.867558,1706
"681",1855,1,13,1855,1,20,2,1855.03561643836,1514,1514,1514,1634.194157,1634.194157,1514
"682",1855,1,20,1855,1,27,3,1855.05479452055,1652,1652,1652,1634.519961,1634.519961,1652
"683",1855,1,27,1855,2,3,4,1855.07397260274,1648,1648,1648,1634.845039,1634.845039,1648
"684",1855,2,3,1855,2,10,5,1855.09315068493,1832,1832,1832,1635.169444,1635.169444,1832
"685",1855,2,10,1855,2,17,6,1855.11232876712,1815,1815,1815,1635.493231,1635.493231,1815
"686",1855,2,17,1855,2,24,7,1855.13150684931,1790,1790,1790,1635.816451,1635.816451,1790
"687",1855,2,24,1855,3,3,8,1855.15068493151,1726,1726,1726,1636.139159,1636.139159,1726
"688",1855,3,3,1855,3,10,9,1855.1698630137,1920,1920,1920,1636.461407,1636.461407,1920
"689",1855,3,10,1855,3,17,10,1855.18904109589,1779,1779,1779,1636.783249,1636.783249,1779
"690",1855,3,17,1855,3,24,11,1855.20821917808,1558,1558,1558,1637.104739,1637.104739,1558
"691",1855,3,24,1855,3,31,12,1855.22739726027,2099,2099,2099,1637.425928,1637.425928,2099
"692",1855,3,31,1855,4,7,13,1855.24657534247,1517,1517,1517,1637.746871,1637.746871,1517
"693",1855,4,7,1855,4,14,14,1855.26575342466,1718,1718,1718,1638.067637,1638.067637,1718
"694",1855,4,14,1855,4,21,15,1855.28493150685,1788,1788,1788,1638.388246,1638.388246,1788
"695",1855,4,21,1855,4,28,16,1855.30410958904,1756,1756,1756,1638.708769,1638.708769,1756
"696",1855,4,28,1855,5,5,17,1855.32328767123,1624,1624,1624,1639.029258,1639.029258,1624
"697",1855,5,5,1855,5,12,18,1855.34246575342,1678,1678,1678,1639.349766,1639.349766,1678
"698",1855,5,12,1855,5,19,19,1855.36164383562,1656,1656,1656,1639.670347,1639.670347,1656
"699",1855,5,19,1855,5,26,20,1855.38082191781,1622,1622,1622,1639.991054,1639.991054,1622
"700",1855,5,26,1855,6,2,21,1855.4,1402,1402,1402,1640.31194,1640.31194,1402
"701",1855,6,2,1855,6,9,22,1855.41917808219,1710,1710,1710,1640.633059,1640.633059,1710
"702",1855,6,9,1855,6,16,23,1855.43835616438,1474,1474,1474,1640.954464,1640.954464,1474
"703",1855,6,16,1855,6,23,24,1855.45753424658,1751,1751,1751,1641.276207,1641.276207,1751
"704",1855,6,23,1855,6,30,25,1855.47671232877,1732,1732,1732,1641.598343,1641.598343,1732
"705",1855,6,30,1855,7,7,26,1855.49589041096,1356,1356,1356,1641.920923,1641.920923,1356
"706",1855,7,7,1855,7,14,27,1855.51506849315,1370,1370,1370,1642.24402,1642.24402,1370
"707",1855,7,14,1855,7,21,28,1855.53424657534,1522,1522,1522,1642.567651,1642.567651,1522
"708",1855,7,21,1855,7,28,29,1855.55342465753,1403,1403,1403,1642.891887,1642.891887,1403
"709",1855,7,28,1855,8,4,30,1855.57260273973,1678,1678,1678,1643.216782,1643.216782,1678
"710",1855,8,4,1855,8,11,31,1855.59178082192,1583,1583,1583,1643.542387,1643.542387,1583
"711",1855,8,11,1855,8,18,32,1855.61095890411,1697,1697,1697,1643.868758,1643.868758,1697
"712",1855,8,18,1855,8,25,33,1855.6301369863,1540,1540,1540,1644.195947,1644.195947,1540
"713",1855,8,25,1855,9,1,34,1855.64931506849,1671,1671,1671,1644.524006,1644.524006,1671
"714",1855,9,1,1855,9,8,35,1855.66849315068,1577,1577,1577,1644.85299,1644.85299,1577
"715",1855,9,8,1855,9,15,36,1855.68767123288,1550,1550,1550,1645.182952,1645.182952,1550
"716",1855,9,15,1855,9,22,37,1855.70684931507,1628,1628,1628,1645.513944,1645.513944,1628
"717",1855,9,22,1855,9,29,38,1855.72602739726,1707,1707,1707,1645.846021,1645.846021,1707
"718",1855,9,29,1855,10,6,39,1855.74520547945,1445,1445,1445,1646.179252,1646.179252,1445
"719",1855,10,6,1855,10,13,40,1855.76438356164,1564,1564,1564,1646.513656,1646.513656,1564
"720",1855,10,13,1855,10,20,41,1855.78356164384,1725,1725,1725,1646.849304,1646.849304,1725
"721",1855,10,20,1855,10,27,42,1855.80273972603,1527,1527,1527,1647.186249,1647.186249,1527
"722",1855,10,27,1855,11,3,43,1855.82191780822,1346,1346,1346,1647.524544,1647.524544,1346
"723",1855,11,3,1855,11,10,44,1855.84109589041,1714,1714,1714,1647.864242,1647.864242,1714
"724",1855,11,10,1855,11,17,45,1855.8602739726,1640,1640,1640,1648.205397,1648.205397,1640
"725",1855,11,17,1855,11,24,46,1855.87945205479,1614,1614,1614,1648.548062,1648.548062,1614
"726",1855,11,24,1855,12,1,47,1855.89863013699,1615,1615,1615,1648.89229,1648.89229,1615
"727",1855,12,1,1855,12,8,48,1855.91780821918,1531,1531,1531,1649.238134,1649.238134,1531
"728",1855,12,8,1855,12,15,49,1855.93698630137,1572,1572,1572,1649.585647,1649.585647,1572
"729",1855,12,15,1855,12,22,50,1855.95616438356,1522,1522,1522,1649.934883,1649.934883,1522
"730",1855,12,22,1855,12,29,51,1855.97534246575,1563,1563,1563,1650.285914,1650.285914,1563
"731",1855,12,29,1856,1,5,52,1855.99452054795,1662,1662,1662,1650.638755,1650.638755,1662
"732",1856,1,5,1856,1,12,1,1856.01369863014,1563,1563,1563,1650.993479,1650.993479,1563
"733",1856,1,12,1856,1,19,2,1856.03287671233,1644,1644,1644,1651.350139,1651.350139,1644
"734",1856,1,19,1856,1,26,3,1856.05205479452,1763,1763,1763,1651.708787,1651.708787,1763
"735",1856,1,26,1856,2,2,4,1856.07123287671,1726,1726,1726,1652.069477,1652.069477,1726
"736",1856,2,2,1856,2,9,5,1856.0904109589,1788,1788,1788,1652.432263,1652.432263,1788
"737",1856,2,9,1856,2,16,6,1856.1095890411,1708,1708,1708,1652.797197,1652.797197,1708
"738",1856,2,16,1856,2,23,7,1856.12876712329,1818,1818,1818,1653.164332,1653.164332,1818
"739",1856,2,23,1856,3,1,8,1856.14794520548,1976,1976,1976,1653.480827,1653.480827,1976
"740",1856,3,1,1856,3,8,9,1856.16712328767,1925,1925,1925,1653.852193,1653.852193,1925
"741",1856,3,8,1856,3,15,10,1856.18630136986,1744,1744,1744,1654.225912,1654.225912,1744
"742",1856,3,15,1856,3,22,11,1856.20547945205,1727,1727,1727,1654.602039,1654.602039,1727
"743",1856,3,22,1856,3,29,12,1856.22465753425,1977,1977,1977,1654.980626,1654.980626,1977
"744",1856,3,29,1856,4,5,13,1856.24383561644,1868,1868,1868,1655.361727,1655.361727,1868
"745",1856,4,5,1856,4,12,14,1856.26301369863,1684,1684,1684,1655.745394,1655.745394,1684
"746",1856,4,12,1856,4,19,15,1856.28219178082,1887,1887,1887,1656.131681,1656.131681,1887
"747",1856,4,19,1856,4,26,16,1856.30136986301,1861,1861,1861,1656.520641,1656.520641,1861
"748",1856,4,26,1856,5,3,17,1856.32054794521,1707,1707,1707,1656.912328,1656.912328,1707
"749",1856,5,3,1856,5,10,18,1856.3397260274,1701,1701,1701,1657.306794,1657.306794,1701
"750",1856,5,10,1856,5,17,19,1856.35890410959,1654,1654,1654,1657.704093,1657.704093,1654
"751",1856,5,17,1856,5,24,20,1856.37808219178,1764,1764,1764,1658.104299,1658.104299,1764
"752",1856,5,24,1856,5,31,21,1856.39726027397,1578,1578,1578,1658.507423,1658.507423,1578
"753",1856,5,31,1856,6,7,22,1856.41643835616,1747,1747,1747,1658.91354,1658.91354,1747
"754",1856,6,7,1856,6,14,23,1856.43561643836,1572,1572,1572,1659.322702,1659.322702,1572
"755",1856,6,14,1856,6,21,24,1856.45479452055,1570,1570,1570,1659.734964,1659.734964,1570
"756",1856,6,21,1856,6,28,25,1856.47397260274,1737,1737,1737,1660.150377,1660.150377,1737
"757",1856,6,28,1856,7,5,26,1856.49315068493,1554,1554,1554,1660.568996,1660.568996,1554
"758",1856,7,5,1856,7,12,27,1856.51232876712,1525,1525,1525,1660.990874,1660.990874,1525
"759",1856,7,12,1856,7,19,28,1856.53150684932,1563,1563,1563,1661.416063,1661.416063,1563
"760",1856,7,19,1856,7,26,29,1856.55068493151,1608,1608,1608,1661.844617,1661.844617,1608
"761",1856,7,26,1856,8,2,30,1856.5698630137,1739,1739,1739,1662.27659,1662.27659,1739
"762",1856,8,2,1856,8,9,31,1856.58904109589,1585,1585,1585,1662.712034,1662.712034,1585
"763",1856,8,9,1856,8,16,32,1856.60821917808,1575,1575,1575,1663.151026,1663.151026,1575
"764",1856,8,16,1856,8,23,33,1856.62739726027,1529,1529,1529,1663.593573,1663.593573,1529
"765",1856,8,23,1856,8,30,34,1856.64657534247,1778,1778,1778,1664.039751,1664.039751,1778
"766",1856,8,30,1856,9,6,35,1856.66575342466,1634,1634,1634,1664.489613,1664.489613,1634
"767",1856,9,6,1856,9,13,36,1856.68493150685,1553,1553,1553,1664.943213,1664.943213,1553
"768",1856,9,13,1856,9,20,37,1856.70410958904,1658,1658,1658,1665.400604,1665.400604,1658
"769",1856,9,20,1856,9,27,38,1856.72328767123,1585,1585,1585,1665.861839,1665.861839,1585
"770",1856,9,27,1856,10,4,39,1856.74246575342,1596,1596,1596,1666.326971,1666.326971,1596
"771",1856,10,4,1856,10,11,40,1856.76164383562,1539,1539,1539,1666.796054,1666.796054,1539
"772",1856,10,11,1856,10,18,41,1856.78082191781,1585,1585,1585,1667.26914,1667.26914,1585
